codmat|descripcion|marca|codfam|subfam|Estado|undbase|und A|und B|und C 
017850|CUAD DELUXE 100HJ CUADRI|LORO|002|012|A|UNI|DOC|CTO|
017851|CUAD DELUXE 100HJ RAYADO|LORO|002|012|A|UNI|DOC|CTO|
017852|CUAD  DELUXE 100HJ T/RAYA|LORO|002|012|D|UNI|DOC|CTO|
017853|CUAD DELUXE 100HJ D/RAYA|LORO|002|012|A|UNI|DOC|CTO|
017854|CUAD  DELUXE 100HJ T/RENGLON|LORO|002|012|D|UNI|DOC|CTO|
017855|CUAD  DELUXE 100HJ T/RAY ESP (C/LIC)|LORO|002|012|D|UNI|DOC|CTO|
017856|CUAD  DELUXE 100HJ CARTOG (LIC.2002)|LORO|002|012|D|UNI|DOC|CTO|
017857|CUAD  ESCOLAR 96HJ CUADRI|LORO|002|010|D|UNI|DOC|CTO|
017858|CUAD  ESCOLAR 96HJ RAYADO|LORO|002|010|D|UNI|DOC|CTO|
017859|CUAD  ESCOLAR 96HJ T/RAYA|LORO|002|010|D|UNI|DOC|CTO|
017860|CUAD  ESCOLAR 96HJ D/RAYA|LORO|002|010|D|UNI|DOC|CTO|
017861|CUAD  ESCOLAR 96HJ T/RENG (DISEÑO)|LORO|002|010|D|UNI|DOC|CTO|
017862|CUAD  ESCOLAR 96HJ CARTOG (DISEÑO)|LORO|002|010|D|UNI|DOC|CTO|
017881|FORMATO PROG. VISITAS SEMANALES CONTINENTAL|S/M|009|001|D|MLL|||
017882|FORMATO REPORTE DIARIO VISITAS CONTINENTAL|S/M|009|001|D|MLL|||
017922|TARJETAS DE INVITACION "EXPOLIBRERIA"||009|001|A|CTO|||
017923|INSERTO P/TARJETA INVITACION EXPOLIBRERIAS||009|001|D|CTO|||
017940|PAPEL MEMBRETADO "CONTINENTAL" T/A-4|S/M|009|001|A|MLL|||
017946|CUAD  ESCOLAR 96HJ CUADRICULADO|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
017947|CUAD  ESCOLAR 96HJ RAYADO|STANDFORD|010|010|D|UNI|DOC|CTO|MLL
018050|TARJETA DE ASISTENCIA 8.5 X 23 CM CONTINENTAL||009|001|A|CTO|||
018055|CALIREFRANES Nº1|BRUÑO|007|002|D|UNI|DOC|CTO|
018056|CALIREFRANES Nº2|BRUÑO|007|002|D|UNI|DOC|CTO|
018057|CALIREFRANES Nº3|BRUÑO|007|002|D|UNI|DOC|CTO|
018060|LIBRO P/COLOREAR COCORITO Nº1|BRUÑO|007|002|D|UNI|DOC|CTO|
018061|LIBRO P/COLOREAR COCORITO Nº2|BRUÑO|007|002|D|UNI|DOC|CTO|
018062|LIBRO P/COLOREAR COCORITO Nº3|BRUÑO|007|002|D|UNI|DOC|CTO|
018063|LIBRO P/COLOREAR COCORITO Nº4|BRUÑO|007|002|D|UNI|DOC|CTO|
018064|LIBRO P/COLOREAR COCORITO Nº5|BRUÑO|007|002|D|UNI|DOC|CTO|
018065|LIBRO P/COLOREAR COCORITO Nº6|BRUÑO|007|002|D|UNI|DOC|CTO|
018080|CUENTO Nº01  LA CENICIENTA|BRUÑO|007|002|D|UNI|DOC|CTO|
018081|CUENTO Nº02  BLANCA NIEVES Y LOS 7 ENANITOS|BRUÑO|007|002|D|UNI|DOC|CTO|
018082|CUENTO Nº03  CAPERUCITA ROJA|BRUÑO|007|002|D|UNI|DOC|CTO|
018083|CUENTO Nº04  EL GATO CON BOTAS|BRUÑO|007|002|D|UNI|DOC|CTO|
018084|CUENTO Nº05  EL PATITO FEO|BRUÑO|007|002|D|UNI|DOC|CTO|
018085|CUENTO Nº06  LOS 3 CERDITOS Y EL LOBO FEROZ|BRUÑO|007|002|D|UNI|DOC|CTO|
018086|CUENTO Nº07  PULGARCITO Y SUS HERMANOS|BRUÑO|007|002|D|UNI|DOC|CTO|
018087|CUENTO Nº08  PINOCHO|BRUÑO|007|002|D|UNI|DOC|CTO|
018088|CUENTO Nº09  LA GALLINA DE LOS HUEVOS DE ORO|BRUÑO|007|002|D|UNI|DOC|CTO|
018089|CUENTO Nº10  EL SASTRECILLO VALIENTE|BRUÑO|007|002|D|UNI|DOC|CTO|
018090|CUENTO Nº11  EL RUISEÑOR|BRUÑO|007|002|D|UNI|DOC|CTO|
018091|CUENTO Nº12  LA BELLA DURMIENTE|BRUÑO|007|002|D|UNI|DOC|CTO|
018092|CUENTO Nº13  EL PRINCIPE ENCANTADO|BRUÑO|007|002|D|UNI|DOC|CTO|
018093|CUENTO Nº14  ALI BABA Y LOS 40 LADRONES|BRUÑO|007|002|D|UNI|DOC|CTO|
018094|CUENTO Nº15  LOS VIAJES DE GULLIVER|BRUÑO|007|002|D|UNI|DOC|CTO|
018095|CUENTO Nº16  EL FLAUTISTA DE HAMELIN|BRUÑO|007|002|D|UNI|DOC|CTO|
018096|CUENTO Nº17  ALADINO Y LA LAMPARA|BRUÑO|007|002|D|UNI|DOC|CTO|
018097|CUENTO Nº18  EL TRAJE NUEVO DEL REY|BRUÑO|007|002|D|UNI|DOC|CTO|
018098|CUENTO Nº19  ALICIA EN EL PAIS DE LAS MARAVIL|BRUÑO|007|002|D|UNI|DOC|CTO|
018099|CUENTO Nº20  EL DUENDECILLO DE LA BODEGA|BRUÑO|007|002|D|UNI|DOC|CTO|
018104|CUAD  DELUXE  96HJ CUADRI LT C/ENTERO|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
018105|CUAD  DELUXE  96HJ RAYADO LT C/ENTERO|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
018127|CUAD  DELUXE  96HJ RAYADO LINEA PERU|STANDFORD|010|012|D|UNI|DOC|CTO|
018153|ETIQUETAS PROMOCIONALES X10 UNI P/CC.EE|STANDFORD|009|003|D|MLL|||
018168|BANDEROLAS COLGANTES DE 06 UNIDADES||009|003|A|UNI|||
018171|BLOCK ESCOLAR 50HJ CUADRI S/M PERIODICO|S/M|002|001|D|UNI|DOC|CTO|
018172|BLOCK ESCOLAR 50HJ RAYADO S/M PERIODICO|S/M|002|001|D|UNI|DOC|CTO|
018178|BLOCK SKETCH BOOK ESPIRAL 24HJ MICKEY|STANDFORD|010|001|A|UNI|DOC|CTO|MLL
018203|BORRADOR BRV CJAX80|BORRAVIT|001|020|D|UNI|CJA80||
018204|BORRADOR BRV BICOLOR C-40|BORRAVIT|001|020|A|UNI|CJA40||
018215|TAJADOR ESCOLAR|LION|001|204|D|UNI|CJA24||
018220|CUAD  ESCOLAR 96HJ CUADRI E/RED|CONTI|010|010|D|UNI|DOC|CTO|
018221|CUAD  ESCOLAR 96HJ RAYADO E/RED|CONTI|010|010|D|UNI|DOC|CTO|MLL
018223|CUAD  DELUXE 100HJ CARTOG RAYA EXIBOOK|JUSTUS|002|012|D|UNI|DOC|CTO|
018234|TABLA PERIODICA CHICA "ANDREA" (11X15)|ED. ISABEL|007|026|D|UNI|DOC|CTO|
018244|CUAD EMPASTADO 162HJ CUADRI C/M|MYL|002|011|D|UNI|DOC|CTO|
018245|CUAD EMPASTADO 162HJ RAYADO C/M|MYL|002|011|D|UNI|DOC|CTO|
018254|BLOCK SKETCH BOOK ESPIRAL 20 HJ|MYL|002|001|D|UNI|DOC|CTO|
018277|BLOCK ESCOLAR 50HJ CUADRI|LORO|002|001|D|UNI|DOC|CTO|
018278|BLOCK ESCOLAR 50HJ RAYADO|LORO|002|001|D|UNI|DOC|CTO|
018282|CUAD  DELUXE  88HJ CARTOG CUADR EXIBOOK|JUSTUS|002|012|D|UNI|DOC|CTO|
018329|CUAD  DELUXE  92HJ CUADRI|CONTI|010|012|A|UNI|DOC|CTO|MLL
018351|CUAD  DELUXE  68HJ DOBLE RAYA|CONTI|010|012|D|UNI|DOC|CTO|
018352|CUAD  DELUXE  68HJ TRIPLE RAYA|CONTI|010|012|D|UNI|DOC|CTO|
018459|SECANTE DE COBALTO INK DRYER STIMULATOR|S/M|005|024|D|LTR|||
018478|FORMATO SOLIC.TRANSFERENCIA CONTINENTAL|S/M|009|001|D|MLL|||
018667|LIBRETA ESPIRAL 45 HJ (10X14CM)|MYL|002|105|D|UNI|DOC|CTO|
018819|MICA P/ANILL. LISO T/OF AMARILLO|VINIFAN|001|205|A|UNI|CTO||
018820|MICA P/ANILL. LISO T/OF AZUL|VINIFAN|001|205|A|UNI|CTO||
018821|MICA P/ANILL. LISO T/OF CARAMELO|VINIFAN|001|205|A|UNI|CTO||
018822|MICA P/ANILL. LISO T/OF CRISTAL|VINIFAN|001|205|A|UNI|CTO||
018823|MICA P/ANILL. LISO T/OF HUMO|VINIFAN|001|205|A|UNI|CTO||
018824|MICA P/ANILL. LISO T/OF LILA|VINIFAN|001|205|D|UNI|CTO||
018825|MICA P/ANILL. LISO T/OF ROJO|VINIFAN|001|205|A|UNI|CTO||
018826|MICA P/ANILL. LISO T/OF VERDE|VINIFAN|001|205|D|UNI|CTO||
018827|MICA P/ANILL. LISO T/A4 AMARILLO|VINIFAN|001|205|A|UNI|CTO||
018828|MICA P/ANILL. LISO T/A4 AZUL|VINIFAN|001|205|A|UNI|CTO||
018829|MICA P/ANILL. LISO T/A4 CARAMELO|VINIFAN|001|205|A|UNI|CTO||
018830|MICA P/ANILL. LISO T/A4 CRISTAL|VINIFAN|001|205|A|UNI|CTO||
018831|MICA P/ANILL. LISO T/A4 HUMO|VINIFAN|001|205|A|UNI|CTO||
018832|MICA P/ANILL. TRANSP. T/A4 LILA|VINIFAN|001|205|D|UNI|CTO||
018833|MICA P/ANILL. LISO T/A4 ROJO|VINIFAN|001|205|A|UNI|CTO||
018834|MICA P/ANILL. LISO T/A4 VERDE|VINIFAN|001|205|A|UNI|CTO||
018835|MICA P/ANILL. TRANSP. T/A4 VERDE|VINIFAN|001|205|D|UNI|CTO||
018857|FORMATO SOLIC.NOTA DE CREDITO CONTINENTAL||009|001|D|MLL|||
018880|MUESTRA PAPEL FOTOCOPIA 75GR A-4 X 25HJS|STANDFORD|009|003|D|PAQ25|||
018941|AFICHE - PAPEL FOTOCOPIA 50X70|STANDFORD|009|003|D|UNI|||
019084|FORMATO VALE DE MOVILIDAD CONTINENTAL||009|001|A|MLL|||
019099|MUESTRA PAPEL FOTOCOPIA 75GR A-4 X 50HJS|STANDFORD|009|003|D|PAQ50|||
019108|SOBRE MEMBRETADO "STANDFORD" 11X22CM||009|003|D|MLL|||
019109|TARJETAS DE PRESENTACION 'STANDFORD'||009|003|D|CTO|||
019110|TARJETAS BINCARD CONTINENTAL||009|001|D|CTO|||
019111|FORMATO RECIBO TESORERIA 1X100 CONTINENTAL||009|001|A|UNI|||
019119|FOLLETO PROMOCIONAL-PROG. OFICIAL EN PIURA||009|003|D|UNI|||
019122|GUIA REMISION SAN MIGUEL ORIGINAL+03 COPIAS|CONTINENTAL|009|001|A|MLL|||
019129|BLOCK ESCOLAR 60HJ CUADRI C/M (BOND)|STANDFORD|010|001|D|UNI|DOC|CTO|
019182|MUESTRA PAPEL FOTOCOPIA CARTA X 25HJS|STANDFORD|009|003|D|PAQ25|||
019183|MUESTRA PAPEL FOTOCOPIA OFICIO X 25HJS|STANDFORD|009|003|D|PAQ25|||
019333|MUESTRA PAPEL FOTOCOPIA 75GR A-3 X 25HJS|STANDFORD|009|003|A|PAQ25|||
019352|VOLANTES PUBLICITARIOS||009|003|A|MLL|||
019437|MUESTRA PAPEL FOTOCOPIA 75GR A-4 X 25HJS|NASHUA|009|003|A|PAQ25|||
019439|FOLLETO PROMOCIONAL DE CC.EE.INICIAL||009|003|D|UNI|||
019440|FOLLETO PROMOCIONAL CC.EE. PRIMARIA||009|003|A|UNI|||
019504|PAPEL MEMBRETADO "EXPOESCOLAR" T/A-4||009|003|A|MLL|||
019505|SOBRE MEMBRETADO "EXPOESCOLAR" 11X22CM||009|001|D|MLL|||
019507|SOBRE MEMBRETADO "STANDFORD" 34X24CM||009|001|D|MLL|||
019514|BLOCK OFICIO 100H RAYADO|S/M|002|001|D|UNI|DOC|CTO|
019515|BLOCK OFICIO 100H CUADRICULADO|S/M|002|001|D|UNI|DOC|CTO|
019517|MICA P/ANILL. TRANSP. T/A3 CRISTAL|SEGRES|001|205|D|UNI|CTO||
019573|LAMPARA DE MERCURIO HPL-N 400 WATT BASE E40|S/M|009|004|A|UNI|||
019574|LAMPARA TUBULAR VAPOR DE SODIO 400 WATT|GENERAL ELECTRIC|009|004|D|UNI|||
019578|CUAD DELUXE 96HJ CARTOG WINNIE POOH|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019622|CUAD DELUXE 96HJ KINDER WINNIE POOH|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019623|CUAD DELUXE 92HJ DECROLY WINNIE POOH|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019624|CUAD DELUXE 96HJ D/MAX WINNIE POOH|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019625|CUAD DELUXE 96HJ T/MAX WINNIE POOH|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019626|CUAD  DELUXE  96HJ CUADRI BABY LOONEY TU|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019627|CUAD DELUXE 96HJ RAYADO BABY PERSONAJES|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019628|CUAD  DELUXE  96HJ T/RENGLON BABY LOONEY|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019629|CUAD DELUXE 96HJ INICIAL BABY LOONEY T|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019630|CUAD DELUXE 96HJ KINDER BABY LOONEY TU|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019631|CUAD DELUXE 96HJ DECROLY BABY LOONEY T|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019632|CUAD DELUXE 96HJ D/MAX BABY LONEY|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019633|CUAD DELUXE 96HJ T/MAX BABY LOONEY|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019634|CUAD DELUXE 96HJ CUADRI PREMIUM|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019635|CUAD DELUXE 96HJ RAYADO PREMIUM|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019636|CUAD  DELUXE  92HJ INICIAL COLORES|CONTI|010|012|D|UNI|DOC|CTO|MLL
019637|CUAD  DELUXE  92HJ DOBLE RAYA COLORES|CONTI|010|012|D|UNI|DOC|CTO|MLL
019640|TARJETAS DE INVITACION "EXPOESCOLAR"||009|003|D|CTO|||
019641|SOBRE MEMBRETADO "EXPOESCOLAR" COUCHE||009|003|D|CTO|||
019648|STICKER AUTOADHESIVO "EXPOESCOLAR"||009|003|D|CTO|||
019649|FORMATO AUT. SALIDA REPUESTOS CONTINENTAL||009|001|D|UNI|||
019653|CUAD DELUXE 96HJ T/RAYA DISNEY|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019654|CUAD DELUXE 96HJ T/RAYA LOONEY TUNES|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019655|CUAD  DELUXE  96HJ D/RAYA WARNER|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019656|CUAD  DELUXE  96HJ CUADRI  N'SYNC|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019657|CUAD  DELUXE  96HJ RAYADO N'SYNC|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019658|CUAD DELUXE 96HJ T/RENGLON PREMIUM|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019659|CUAD DELUXE 96HJ T/RAYA PREMIUM|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019660|CUAD DELUXE 96HJ D/RAYA PREMIUM|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019661|CUAD DELUXE 96HJ CARTOG RAYA PREMIUM|STANDFORD|010|012|D|UNI|DOC|CTO|MLL
019662|CUAD DELUXE 96HJ INICIAL PREMIUM|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019663|CUAD DELUXE 96HJ KINDER PREMIUM|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019664|CUAD DELUXE 96HJ DECROLY PREMIUM|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019665|CUAD DELUXE 96HJ D/MAX PREMIUM|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019666|CUAD DELUXE 96HJ T/MAX PREMIUM|STANDFORD|010|012|A|UNI|DOC|CTO|MLL
019797|FORMATO SOLIC.CREDITO P.NAT. CONTINENTAL||009|001|D|MLL|||
019798|FORMATO SOLIC.CREDITO P.JUR. CONTINENTAL||009|001|D|MLL|||
019835|FORMATO ENCUESTA-CENSO LIBRERIAS||009|001|D|MLL|||
019837|BLOCK A-4 100HJ CUADRI|S/M|010|001|D|UNI|DOC|CTO|
019838|BLOCK A-4 100HJ RAYADO|S/M|010|001|D|UNI|DOC|CTO|
019840|CALENDARIO'2002|STANDFORD|009|003|D|CTO|||
019923|BLOCK CONSTRUCCION (COLOR BOOK) 24HJS|STANDFORD|010|001|D|UNI|DOC|CTO|MLL
019924|CUAD  ESCOLAR 92HJ CUADRI JUVENIL|CONTI|010|010|A|UNI|DOC|CTO|MLL
019925|CUAD  ESCOLAR 92HJ RAYADO JUVENIL|CONTI|010|010|D|UNI|DOC|CTO|MLL
019926|CUAD  DELUXE  92HJ CUADRI JUVENIL|CONTI|010|012|D|UNI|DOC|CTO|MLL
019927|CUAD  DELUXE  92HJ RAYADO JUVENIL|CONTI|010|012|A|UNI|DOC|CTO|MLL
019928|CUAD  ESCOLAR 46HJ CUADRI JUVENIL|CONTI|010|009|D|UNI|DOC|CTO|MLL
019929|CUAD  ESCOLAR 46HJ RAYADO JUVENIL|CONTI|010|009|D|UNI|DOC|CTO|MLL
019933|FOLDER CON LIGA DISEÑO WARNER|STANDFORD|002|024|D|UNI|DOC|CTO|
019934|BLOCK SKETCH BOOK INFANTIL DISNEY|STANDFORD|010|001|A|UNI|DOC|CTO|
019935|BLOCK SKETCH BOOK INFANTIL PERSONAJES|STANDFORD|010|001|A|UNI|DOC|CTO|
020017|AFICHE EXPOESCOLAR 50X70||009|003|D|UNI|||
020049|TAJADOR ICE 50ICEDI (DSPX50)|FABER C.|001|204|D|UNI|DSP50||
020051|TAJADOR CORAZON TRANSP. 111|EISEN|001|204|D|UNI|CJA20||
020052|TAJADOR C/DEPOSITO METAL 123LV (CJAX12)|EXTASE|001|204|D|UNI|CJA12||
020083|BLOCK ESCOLAR 48HJ CUADRI|CONTI|010|001|D|UNI|DOC|CTO|MLL
020084|BLOCK ESCOLAR 48HJ RAYADO|CONTI|010|001|D|UNI|DOC|CTO|MLL
020098|SEPARADORES "EXPOESCOLAR"||009|003|D|UNI|||
020099|TAJAD.PLAST. CLASICO CUÑA 100-KS|KUM|001|204|D|UNI|CJA24||
020100|TAJAD. PLAST. CLASICO RECTANG.100-1|KUM|001|204|A|UNI|CJA24||
020101|TAJAD. PLAST. NEON TRANSP.100-1FT|KUM|001|204|A|UNI|CJA24||
020102|TAJAD. METAL SIMPLE CUÑA LIG. 400K|KUM|001|204|D|UNI|CJA24||
020103|TAJAD. METAL SIMPLE CUÑA  400-1K|KUM|001|204|A|UNI|CJA24||
020104|TAJAD.PLAST.RECTANG.CENTRADO (CX24)100-13|KUM|001|204|D|UNI|CJA24||
020105|TAJAD.PLAST.REDONDO COLOR(CX24)100-16|KUM|001|204|D|UNI|CJA24||
020106|TAJAD.PLAST.REDON.NEON TRANS(CX24)100-18ICE|KUM|001|204|D|UNI|CJA24||
020107|TAJAD.PLAST.CORAZON NEON (CX24)100-14F|KUM|001|204|D|UNI|CJA24||
020114|TAJAD.PLAST.CUÑA DOB.PERFIL 410K(CX24)|KUM|001|204|D|UNI|CJA24||
020183|TAJAD.METAL SIMPLE CUÑA COLOR(CX24)471|KUM|001|204|D|UNI|CJA24||
020184|TAJAD.METAL DOBLE CUÑA (CX24)   410|KUM|001|204|D|UNI|CJA24||
020306|CINTA ADHES. EMBALAJE CONTINENTAL 2X110 YD|SHURTAPE|009|002|A|UNI|||
020381|CINTA COUCHE 150 GR 15X60 P/PACK||009|003|D|UNI|||
020382|CALENDARIO DE BOLSILLO "EXPOESCOLAR"||009|003|D|CTO|||
020383|CARPETA PROMOCIONAL "EXPOLIBRERIA" T/OFICIO||009|003|A|UNI|||
020389|BLISTER PROMOCIONAL SURTIDO P/CC.EE|STANDFORD|009|003|D|UNI|||
020423|AFICHE-CAMPAÑA ESCOLAR'2002 46X68|STANDFORD|009|003|D|UNI|||
020424|AFICHE-CAMPAÑA ESCOLAR'2002 46X68|CONTI|009|003|D|UNI|||
020425|BROCHURE/CATALOGO- CAMPAÑA'2002||009|003|D|UNI|||
020426|BANDEROLA BANNER 1.70 X 0.95 MT||009|003|D|UNI|||
020427|BANDEROLA BANNER 2 X 0.50 MT||009|003|D|UNI|||
020451|PAPEL||002||D|CTO|||
020452|CUAD  ESPIRAL A-4 100HJ CUADRI|ANDREA|002|014|D|UNI|DOC|CTO|
020453|CUAD  ESPIRAL A-4 100HJ RAYADO|ANDREA|002|014|D|UNI|DOC|CTO|
020454|CUAD ESPIRAL 200H RAYA. A-5 (EJECUTIVO)|ANDREA|002|014|D|UNI|DOC|CTO|
020455|CUAD ESPIRAL 200H CUAD. A-5 (EJECU)|ANDREA|002||D|UNI|DOC|CTO|
020456|CUAD  ESPIRAL A-4 200HJ RAYADO 5 COLORES|ANDREA|002|014|D|UNI|DOC|CTO|
020457|CUAD  ESPIRAL A-4 200HJ CUADRI 5 COLORES|ANDREA|002|014|D|UNI|DOC|CTO|
020458|BANDEROLA BANNER FLEX LAMINADO 1.05X1.40 MT||009|003|D|UNI|||
020771|TAJAD.PLAST.CLASICO DOBLE (CX24)100-20|KUM|001|204|D|UNI|CJA24||
020772|TAJAD.PLAST.DOBLE CONVEXO 100-20FT(CX24)|KUM|001|204|D|UNI|CJA24||
020801|TAJAD.METAL CLASICO PERF.(CX24)400-1|KUM|001|204|D|UNI|CJA24||
020817|TAJAD.METAL SIMPLE CUCH.RECANB.(CX24)400-1E|KUM|001|204|D|UNI|CJA24||
020834|TARJETAS DE INVITACION "EXPOESCOLAR"-PRENSA||009|003|D|CTO|||
021689|CUAD DELUXE 100H COLOR CUADRI  04090|ALPHA|002|012|D|UNI|DOC|CTO|
021690|CUAD DELUXE 100HJ COLOR RAYADO 04093|ALPHA|002|012|A|UNI|DOC|CTO|
021691|CUAD DELUXE 100HJ COLOR D/RAYA 04092|ALPHA|002|012|A|UNI|DOC|CTO|
021692|CUAD DELUXE 100H COLOR T/RAYA 04094|ALPHA|002|012|D|UNI|DOC|CTO|
021693|CUAD DELUXE 100H COLOR T/RENGLO 05926|ALPHA|002|012|D|UNI|DOC|CTO|
021694|CUAD DELUXE 100H COLOR DE CROLI 04079|ALPHA|002|012|D|UNI|DOC|CTO|
021695|CUAD DELUXE 100H COLOR CUAD 1X1   4075|ALPHA|002|012|D|UNI|DOC|CTO|
021696|CUAD DELUXE 100H COLOR CARTO RAY 4091|ALPHA|002|012|D|UNI|DOC|CTO|
021697|CUAD DELUXE 100H SMILE CUADRI  017869|ALPHA|002|012|D|UNI|DOC|CTO|
021698|CUAD DELUXE 100H SMILE RAYADO  017800|ALPHA|002|012|D|UNI|DOC|CTO|
021699|CUAD DELUXE 100H SCOOBY CUADRI 024565|ALPHA|002|012|D|UNI|DOC|CTO|
021700|CUAD DELUXE 100H SCOOBY RAYADO  25425|ALPHA|002|012|D|UNI|DOC|CTO|
021701|CUAD ESCOLAR 96H COLOR RAYADO   03971|ALPHA|002|010|D|UNI|DOC|CTO|
021702|CUAD ESCOLAR 96H COLOR CUADRI  03970|ALPHA|002|010|D|UNI|DOC|CTO|
021703|CUAD ESCOLAR 92H TIGRIN RAYADO 023785|ALPHA|002|010|D|UNI|DOC|CTO|
021704|CUAD ESCOLAR 92H TIGRIN CUADRI 023785|ALPHA|002|012|D|UNI|DOC|CTO|
021705|CUAD ESCOLAR 96H COLOR D/RAYA  03973|ALPHA|002|010|D|UNI|DOC|CTO|
021706|CUAD ESCOLAR 96H COLOR T/RAYA   03974|ALPHA|002|010|D|UNI|DOC|CTO|
021707|CUAD ESCOLAR 48H COLOR RAYADO  03967|ALPHA|002|009|D|UNI|DOC|CTO|
021708|CUAD ESCOLAR 96H COLOR T/RENGLO 016355|ALPHA|002|012|D|UNI|DOC|CTO|
021710|CUAD ESCOLAR 48H COLOR D/RAYA  03968|ALPHA|002|009|D|UNI|DOC|CTO|
021729|CUAD ESCOLAR 48H COLOR T/RAYA  03969|ALPHA|002|009|D|UNI|DOC|CTO|
021732|CUAD DELUXE 92H COLOR RAYADO|APOLO|002|012|D|UNI|DOC|CTO|
021733|CUAD DELUXE COLOR CUADRI|APOLO|002|012|A|UNI|DOC|CTO|
021734|BLOCKS SKETCH 20HJ|ALPHA|002|001|D|UNI|DOC|CTO|
021735|BLOCK OFICIO 50H RAYADO|ALPHA|002|001|D|UNI|DOC|CTO|
021736|BLOCK OFICIO 50HJ CUADRI|ALPHA|002|001|D|UNI|DOC|CTO|
021737|BLOCK A-4 50H RAYADO|ALPHA|002|001|D|UNI|DOC|CTO|
021738|BLOCK A-4 50H CUADRICULADO|ALPHA|002|001|D|UNI|DOC|CTO|
021758|CUAD DELUXE 96H CUADRI C/DISEÑO|LAYCONSA|002|013|D|UNI|DOC|CTO|
021759|CUAD DELUXE 96H RAYADO C/DISEÑO|LAYCONSA|002|013|D|UNI|DOC|CTO|
021760|CUAD DELUXE 96H CUADRI S/DISEÑO|LAYCONSA|002|013|D|UNI|DOC|CTO|
021761|CUAD DELUXE 96H RAYADO S/DISEÑO|LAYCONSA|002|013|D|UNI|DOC|CTO|
021762|CUAD DELUXE 96H CUADRICULADO S/LICENCIA|NORMA|002|012|D|UNI|DOC|CTO|
021777|CUAD ESCOLAR 96H COLOR CARTO RAY 03972|ALPHA|002|010|D|UNI|DOC|CTO|
021778|CUAD ESCOLAR 48H COLOR CUADRI   03966|ALPHA|002|009|D|UNI|DOC|CTO|
021779|CUAD ESCOLAR 48H COLOR T/RENGLO 16354|ALPHA|002|009|D|UNI|DOC|CTO|
021780|CUAD ESCOLAR 44H TIGRIN CUADRI 024258|ALPHA|002|009|D|UNI|DOC|CTO|
021782|CUAD DELUXE 88HJ COLOR CUADRI 23382|NORMA|002|012|A|UNI|DOC|CTO|
021783|CUAD DELUXE 88HJ COLOR RAYADO 23383|NORMA|002|012|A|UNI|DOC|CTO|
021784|CUAD DELUXE 88H COLOR T/RENG (24857)|NORMA|002|012|D|UNI|DOC|CTO|
021785|CUAD DELUXE 88HJ GARFIELD CUADRI 23390|NORMA|002|012|A|UNI|DOC|CTO|
021786|CUAD DELUXE 88HJ GARFIELD RAYADO 23391|NORMA|002|012|A|UNI|DOC|CTO|
021787|CUAD DELUXE 96HJ BARBIE CUADRI 24858|NORMA|002|012|A|UNI|DOC|CTO|
021788|CUAD DELUXE 96HJ BARBIE RAYADO 24859|NORMA|002|012|A|UNI|DOC|CTO|
021789|CUAD DELUXE 96H BARBIE T/RENGLO 24860|NORMA|002|012|D|UNI|DOC|CTO|
021790|CUAD DELUXE 96H EXTREMO CUADRI  24861|NORMA|002|012|D|UNI|DOC|CTO|
021791|CUAD  DELUXE 96HJ EXTREMO RAYADO  24862|NORMA|002|012|D|UNI|DOC|CTO|
021850|CUAD DELUXE 70H COLOR CUADRI|ALPHA|002|012|D|UNI|DOC|CTO|
021851|CUAD DELUXE 70H COLOR RAYADO|ALPHA|002|012|D|UNI|DOC|CTO|
021852|CUAD DELUXE 70H COLOR T/RENGLON|ALPHA|002|012|D|UNI|DOC|CTO|
021863|PAPEL OROPEL BRILLANTE AZUL|BRASILERO|002|102|D|UNI|CTO||
